index,namem,namef,namen,symbol,Difficulty Lvl,Move Rate,Armor Class,Magic Resist,Alignment,generation flags,Attack 1,Attack 2,Attack 3,Attack 4,Attack 5,Attack 6,Weight,Nutrition,Sound,Size,Resistance,Resist Conveyed,Flags 1,Flags 2,Flags 3,color,Comment,c2,c3,diff,diff2,exp,conveyed_prob,Flags 4,MH
,,,panther,S_FELINE,5,15,6,0,0,G_GENO|1,"ATTK(AT_CLAW,AD_PHYS,1,6)","ATTK(AT_CLAW,AD_PHYS,1,6)","ATTK(AT_BITE,AD_PHYS,1,10)",NO_ATTK,NO_ATTK,NO_ATTK,600,300,MS_GROWL,MZ_LARGE,,,M1_NOHANDS|M1_ANIMAL|M1_CARNIVORE,M2_HOSTILE,M3_INFRAVISION|M3_INFRAVISIBLE,0,-,-,-,7,7,29,,,,
,,,large cat,S_FELINE,6,15,4,0,0,G_GENO|1,"ATTK(AT_BITE,AD_PHYS,2,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,250,250,MS_MEW,MZ_SMALL,,,M1_NOHANDS|M1_ANIMAL|M1_CARNIVORE,M2_DOMESTIC|M2_STRONG,M3_INFRAVISION|M3_INFRAVISIBLE,15,-,AGGRAVATE=100|-,-,7,7,40,,,,
,,,tiger,S_FELINE,6,12,6,0,0,G_GENO|2,"ATTK(AT_CLAW,AD_PHYS,2,4)","ATTK(AT_CLAW,AD_PHYS,2,4)","ATTK(AT_BITE,AD_PHYS,1,10)",NO_ATTK,NO_ATTK,NO_ATTK,600,300,MS_GROWL,MZ_LARGE,,,M1_NOHANDS|M1_ANIMAL|M1_CARNIVORE,M2_DRUID_FORM_B|M2_HOSTILE,M3_INFRAVISION|M3_INFRAVISIBLE,9,-,-,-,8,8,37,,,,
,,,saber-toothed tiger,S_FELINE,12,14,2,0,0,G_GENO|2,"ATTK(AT_CLAW,AD_PHYS,3,4)","ATTK(AT_CLAW,AD_PHYS,3,4)","ATTK(AT_BITE,AD_PHYS,4,4)",NO_ATTK,NO_ATTK,NO_ATTK,1000,600,MS_ROAR,MZ_HUGE,MR_COLD,,M1_NOHANDS|M1_ANIMAL|M1_THICK_HIDE|M1_CARNIVORE,M2_DRUID_FORM_C|M2_HOSTILE,M3_INFRAVISION|M3_INFRAVISIBLE|M3_BERSERK,11,-,-,-,14,14,203,,,,
,,,displacer beast,S_FELINE,12,12,-10,0,-3,G_GENO|1,"ATTK(AT_CLAW,AD_PHYS,4,4)","ATTK(AT_CLAW,AD_PHYS,4,4)","ATTK(AT_BITE,AD_PHYS,2,10)",NO_ATTK,NO_ATTK,NO_ATTK,750,400,MS_GROWL,MZ_LARGE,,,M1_NOHANDS|M1_ANIMAL|M1_CARNIVORE,M2_HOSTILE|M2_NASTY,M3_INFRAVISION|M3_INFRAVISIBLE|M3_DISPLACES,4,DISPLACEMENT=100|-,-,-,14,14,313,,,,
,,,gremlin,S_GREMLIN,5,12,2,25,-9,G_GENO|2,"ATTK(AT_CLAW,AD_PHYS,1,6)","ATTK(AT_CLAW,AD_PHYS,1,6)","ATTK(AT_BITE,AD_PHYS,1,4)","ATTK(AT_CLAW,AD_CURS,0,0)",NO_ATTK,NO_ATTK,100,20,MS_LAUGH,MZ_SMALL,MR_POISON,MR_POISON,M1_SWIM|M1_HUMANOID|M1_POIS,M2_STALK,M3_INFRAVISIBLE,2,-,POISON=100|-,-,8,8,36,MR_POISON=+5,,,
,,,lava gremlin,S_GREMLIN,5,12,2,25,-9,G_GENO|G_HELL|2,"ATTK(AT_CLAW,AD_FIRE,1,6)","ATTK(AT_CLAW,AD_FIRE,1,6)","ATTK(AT_BITE,AD_PHYS,1,4)","ATTK(AT_CLAW,AD_CURS,0,0)",NO_ATTK,NO_ATTK,100,20,MS_LAUGH,MZ_SMALL,MR_FIRE|MR_POISON,MR_FIRE|MR_POISON,M1_HUMANOID|M1_POIS,M2_STALK,M3_INFRAVISIBLE,1,-,POISON=100|-,-,8,9,56,MR_FIRE=+5|MR_POISON=+5,M4_VULNERABLE_COLD,,
,,,gargoyle,S_GREMLIN,6,10,-4,0,-9,G_GENO|2,"ATTK(AT_CLAW,AD_PHYS,2,6)","ATTK(AT_CLAW,AD_PHYS,2,6)","ATTK(AT_BITE,AD_PHYS,2,4)",NO_ATTK,NO_ATTK,NO_ATTK,1000,200,MS_GRUNT,MZ_MEDIUM,MR_STONE,MR_STONE,M1_BREATHLESS|M1_HUMANOID|M1_THICK_HIDE,M2_HOSTILE|M2_STRONG,,3,-,-,-,8,8,59,MR_STONE=+11,,,
,,,winged gargoyle,S_GREMLIN,9,15,-2,0,-12,G_GENO|1,"ATTK(AT_CLAW,AD_PHYS,3,6)","ATTK(AT_CLAW,AD_PHYS,3,6)","ATTK(AT_BITE,AD_PHYS,3,4)",NO_ATTK,NO_ATTK,NO_ATTK,1200,300,MS_GRUNT,MZ_MEDIUM,MR_STONE,MR_STONE,M1_FLY|M1_BREATHLESS|M1_HUMANOID|M1_THICK_HIDE|M1_OVIPAROUS,M2_MERC|M2_HOSTILE|M2_STRONG|M2_MAGIC,,5,-,-,-,11,11,153,MR_STONE=+13,,,
,,,hobbit,S_HUMANOID,1,9,10,0,6,G_GENO|2,"ATTK(AT_WEAP,AD_PHYS,1,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,500,200,MS_HUMANOID,MZ_SMALL,,,M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_COLLECT,M3_INFRAVISION|M3_INFRAVISIBLE,2,-,HOBBIT=100|-,-,2,2,7,,,MH_HOBBIT,
,,,hobbit pickpocket,S_HUMANOID,2,9,8,0,-1,G_GENO|2,"ATTK(AT_WEAP,AD_PHYS,1,6)","ATTK(AT_CLAW,AD_SITM,0,0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,500,200,MS_HUMANOID,MZ_SMALL,,,M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_HOSTILE|M2_COLLECT,M3_INFRAVISION|M3_INFRAVISIBLE,0,-,HOBBIT=100|-,-,3,4,12,,,MH_HOBBIT,
,,,Gollum,S_HUMANOID,5,10,6,30,-10,G_NOGEN|G_UNIQ|0,"ATTK(AT_WEAP,AD_PHYS,2,4)","ATTK(AT_CLAW,AD_SITM,0,0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,500,200,MS_CUSS,MZ_SMALL,MR_POISON,,M1_SWIM|M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_NOPOLY|M2_MALE|M2_PNAME|M2_HOSTILE|M2_STALK|M2_GREEDY|M2_JEWELS|M2_COLLECT|M2_MAGIC,M3_INFRAVISION|M3_INFRAVISIBLE,7,-,HOBBIT=100|-,-,6,7,36,,,MH_HOBBIT,
,,,dwarf,S_HUMANOID,0,6,10,10,4,G_NOGEN|0,"ATTK(AT_WEAP,AD_PHYS,1,8)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,900,300,MS_HUMANOID,MZ_MEDIUM,,,M1_TUNNEL|M1_NEEDPICK|M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_NOPOLY|M2_STRONG|M2_GREEDY|M2_JEWELS|M2_COLLECT,M3_INFRAVISION|M3_INFRAVISIBLE|M3_BERSERK,1,-,DWARF=100|-,-,2,2,6,,,MH_DWARF,
,,,mountain dwarf,S_HUMANOID,2,6,10,10,4,G_GENO|3,"ATTK(AT_WEAP,AD_PHYS,1,8)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,900,300,MS_HUMANOID,MZ_MEDIUM,,,M1_TUNNEL|M1_NEEDPICK|M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_STRONG|M2_GREEDY|M2_JEWELS|M2_COLLECT,M3_INFRAVISION|M3_INFRAVISIBLE|M3_BERSERK,1,-,DWARF=100|-,-,4,4,10,,,MH_DWARF,
,,,dwarf noble,S_HUMANOID,4,6,10,10,5,G_GENO|2,"ATTK(AT_WEAP,AD_PHYS,2,4)","ATTK(AT_WEAP,AD_PHYS,2,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,900,300,MS_HUMANOID,MZ_MEDIUM,,,M1_TUNNEL|M1_NEEDPICK|M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_MERC|M2_STRONG|M2_GREEDY|M2_JEWELS|M2_COLLECT,M3_INFRAVISION|M3_INFRAVISIBLE,4,-,DWARF=100|-,-,6,6,27,,,MH_DWARF,
,,,dwarf royal,S_HUMANOID,6,6,10,20,6,G_GENO|1,"ATTK(AT_WEAP,AD_PHYS,2,6)","ATTK(AT_WEAP,AD_PHYS,2,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,900,300,MS_HUMANOID,MZ_MEDIUM,,,M1_TUNNEL|M1_NEEDPICK|M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_LORD|M2_STRONG|M2_GREEDY|M2_JEWELS|M2_COLLECT,M3_INFRAVISION|M3_INFRAVISIBLE|M3_ACCURATE,5,-,DWARF=100|-,-,8,8,47,,,MH_DWARF,
,,,gnoll,S_HUMANOID,4,8,7,0,-10,G_GENO|G_LGROUP|2,"ATTK(AT_WEAP,AD_PHYS,1,6)","ATTK(AT_BITE,AD_PHYS,1,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1200,300,MS_LAUGH,MZ_MEDIUM,MR_POISON,,M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_HOSTILE|M2_STRONG|M2_GREEDY|M2_COLLECT,M3_INFRAVISION|M3_INFRAVISIBLE|M3_BERSERK,3,-,-,-,6,7,22,,,MH_GNOLL,
,,,gnoll hunter,S_HUMANOID,7,12,6,0,-10,G_GENO|G_SGROUP|2,"ATTK(AT_WEAP,AD_PHYS,2,4)","ATTK(AT_WEAP,AD_PHYS,2,4)","ATTK(AT_BITE,AD_PHYS,1,4)",NO_ATTK,NO_ATTK,NO_ATTK,1300,350,MS_LAUGH,MZ_MEDIUM,MR_POISON,,M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_HOSTILE|M2_STRONG|M2_GREEDY|M2_COLLECT,M3_INFRAVISION|M3_INFRAVISIBLE|M3_BERSERK,9,-,-,-,9,10,60,,,MH_GNOLL,
,,,gnoll cleric,S_HUMANOID,8,9,6,30,-10,G_GENO|2,"ATTK(AT_BITE,AD_PHYS,1,4)","ATTK(AT_MAGC,AD_CLRC,0,0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1200,300,MS_LAUGH,MZ_MEDIUM,MR_POISON,,M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_HOSTILE|M2_STRONG|M2_GREEDY|M2_COLLECT,M3_INFRAVISION|M3_INFRAVISIBLE,12,-,-,-,10,10,83,Telepathy=!100,,MH_GNOLL,
,,,flind,S_HUMANOID,10,12,4,20,-10,G_GENO|1,"ATTK(AT_WEAP,AD_PHYS,2,6)","ATTK(AT_WEAP,AD_PHYS,2,6)","ATTK(AT_BITE,AD_PHYS,1,4)",NO_ATTK,NO_ATTK,NO_ATTK,1400,400,MS_LAUGH,MZ_MEDIUM,MR_POISON,,M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_HOSTILE|M2_STRONG|M2_GREEDY|M2_COLLECT,M3_INFRAVISION|M3_INFRAVISIBLE|M3_BERSERK,11,-,-,-,12,13,161,,,MH_GNOLL,
,,,mind flayer,S_HUMANOID,9,12,5,90,-8,G_GENO|1,"ATTK(AT_WEAP,AD_PHYS,1,4)","ATTK(AT_TENT,AD_DRIN,2,1)","ATTK(AT_TENT,AD_DRIN,2,1)","ATTK(AT_TENT,AD_DRIN,2,1)",NO_ATTK,NO_ATTK,1450,400,MS_HISS,MZ_MEDIUM,MR_PSYCHIC,,M1_FLY|M1_HUMANOID|M1_SEE_INVIS|M1_CARNIVORE|M1_HERBIVORE,M2_HOSTILE|M2_NASTY|M2_GREEDY|M2_JEWELS|M2_COLLECT,M3_INFRAVISION|M3_INFRAVISIBLE,13,GAIN_IN=50|-,ILLITHID=100|-,-,13,13,236,Telepathy=!100,,MH_ILLITHID,
,,,master mind flayer,S_HUMANOID,13,12,0,90,-8,G_GENO|1,"ATTK(AT_WEAP,AD_PHYS,1,10)","ATTK(AT_TENT,AD_DRIN,2,1)","ATTK(AT_TENT,AD_DRIN,2,1)","ATTK(AT_TENT,AD_DRIN,2,1)","ATTK(AT_TENT,AD_DRIN,2,1)","ATTK(AT_TENT,AD_DRIN,0,0)",1450,400,MS_HISS,MZ_MEDIUM,MR_PSYCHIC,,M1_FLY|M1_HUMANOID|M1_SEE_INVIS|M1_CARNIVORE|M1_HERBIVORE,M2_HOSTILE|M2_NASTY|M2_GREEDY|M2_JEWELS|M2_COLLECT,M3_INFRAVISION|M3_INFRAVISIBLE,13,GAIN_IN=50|-,ILLITHID=100|-,-,19,19,403,Telepathy=!100,,MH_ILLITHID,
,,,alhoon,S_HUMANOID,26,9,-6,90,-15,G_NOCORPSE|G_GENO|G_HELL|G_VECNA|1,"ATTK(AT_WEAP,AD_PHYS,1,10)","ATTK(AT_TUCH,AD_COLD,5,6)","ATTK(AT_TENT,AD_DRIN,2,1)","ATTK(AT_TENT,AD_DRIN,2,1)","ATTK(AT_MAGC,AD_SPEL,0,0)",NO_ATTK,1200,250,MS_HISS,MZ_MEDIUM,MR_FIRE|MR_COLD|MR_SLEEP|MR_ELEC|MR_POISON|MR_PSYCHIC,MR_FIRE|MR_COLD,M1_FLY|M1_BREATHLESS|M1_HUMANOID|M1_REGEN|M1_SEE_INVIS|M1_POIS,M2_NOPOLY|M2_HOSTILE|M2_NASTY|M2_GREEDY|M2_JEWELS|M2_COLLECT|M2_MAGIC,M3_WANTSBOOK|M3_INFRAVISION|M3_INFRAVISIBLE,7,-,POISON=100|ILLITHID=100|-,-,30,33,1115,MR_FIRE=+13|MR_COLD=+13|Telepathy=!100,,MH_ILLITHID|MH_UNZOMBIE,
,,,illithid,S_HUMANOID,0,12,10,0,-8,G_NOGEN|0,"ATTK(AT_WEAP,AD_PHYS,1,6)","ATTK(AT_TENT,AD_DRIN,2,1)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,400,MS_HUMANOID,MZ_MEDIUM,MR_PSYCHIC,,M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_NOPOLY|M2_STRONG|M2_GREEDY|M2_JEWELS|M2_COLLECT,M3_INFRAVISION|M3_INFRAVISIBLE,13,GAIN_IN=50|-,ILLITHID=100|-,-,2,2,9,Telepathy=!100,,MH_ILLITHID,
,,,manes,S_IMP,1,3,7,0,-7,G_NOCORPSE|G_GENO|G_LGROUP|1,"ATTK(AT_CLAW,AD_PHYS,1,3)","ATTK(AT_CLAW,AD_PHYS,1,3)","ATTK(AT_BITE,AD_PHYS,1,4)",NO_ATTK,NO_ATTK,NO_ATTK,100,100,MS_SILENT,MZ_SMALL,MR_SLEEP|MR_POISON,,M1_POIS,M2_HOSTILE|M2_STALK,M3_INFRAVISION|M3_INFRAVISIBLE,1,-,POISON=100|-,-,3,3,2,,,,
,,,lesser homunculus,S_IMP,2,12,6,10,-7,G_GENO|2,"ATTK(AT_BITE,AD_SLEE,1,3)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,60,100,MS_SILENT,MZ_TINY,MR_SLEEP|MR_POISON,MR_SLEEP|MR_POISON,M1_FLY|M1_POIS,M2_STALK,M3_INFRAVISION|M3_INFRAVISIBLE,2,-,POISON=100|-,-,3,3,9,MR_SLEEP=+5|MR_POISON=+5,,,
,,,homunculus,S_IMP,4,12,4,10,-7,G_GENO|2,"ATTK(AT_BITE,AD_SLEE,1,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,80,120,MS_SILENT,MZ_TINY,MR_SLEEP|MR_POISON,MR_SLEEP|MR_POISON,M1_FLY|M1_POIS,M2_STALK,M3_INFRAVISION|M3_INFRAVISIBLE,2,-,POISON=100|-,-,5,5,25,MR_SLEEP=+5|MR_POISON=+5,,,
,,,greater homunculus,S_IMP,6,16,2,20,-7,G_GENO|2,"ATTK(AT_BITE,AD_SLEE,2,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,200,200,MS_SILENT,MZ_SMALL,MR_SLEEP|MR_POISON,MR_SLEEP|MR_POISON,M1_FLY|M1_POIS,M2_STALK,M3_INFRAVISION|M3_INFRAVISIBLE,2,-,POISON=100|-,-,8,8,57,MR_SLEEP=+5|MR_POISON=+5,,,
,,,imp,S_IMP,3,12,2,20,-7,G_GENO|1,"ATTK(AT_CLAW,AD_PHYS,1,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,20,10,MS_CUSS,MZ_TINY,,,M1_REGEN,M2_WANDER|M2_STALK,M3_INFRAVISION|M3_INFRAVISIBLE,1,-,-,-,4,4,15,,,,
,,,lemure,S_IMP,3,3,7,0,-7,G_NOCORPSE|G_GENO|G_LGROUP|G_HELL|1,"ATTK(AT_CLAW,AD_PHYS,1,3)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,150,100,MS_SILENT,MZ_MEDIUM,MR_SLEEP|MR_POISON,MR_SLEEP,M1_REGEN|M1_POIS,M2_NEUTER|M2_HOSTILE|M2_WANDER|M2_STALK,M3_INFRAVISION|M3_INFRAVISIBLE,3,-,POISON=100|-,-,5,5,10,MR_SLEEP=+5,,,
,,,quasit,S_IMP,3,15,2,20,-7,G_GENO|2,"ATTK(AT_CLAW,AD_DRDX,1,2)","ATTK(AT_CLAW,AD_DRDX,1,2)","ATTK(AT_BITE,AD_PHYS,1,4)",NO_ATTK,NO_ATTK,NO_ATTK,200,200,MS_SILENT,MZ_SMALL,MR_POISON,MR_POISON,M1_REGEN,M2_STALK,M3_INFRAVISION|M3_INFRAVISIBLE,4,-,-,-,7,7,24,MR_POISON=+5,,,
,,,tengu,S_IMP,6,13,5,30,7,G_GENO|3,"ATTK(AT_BITE,AD_PHYS,1,7)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,300,200,MS_SQAWK,MZ_SMALL,MR_POISON,MR_POISON,M1_TPORT|M1_TPORT_CNTRL,M2_STALK,M3_INFRAVISION|M3_INFRAVISIBLE,6,-,-,-,7,7,40,MR_POISON=+5|M1_TPORT=!20|M1_TPORT_CNTRL=!10,,,
,,,blue jelly,S_JELLY,4,0,8,10,0,G_GENO|G_NOHELL|2,"ATTK(AT_NONE,AD_COLD,0,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,50,20,MS_SILENT,MZ_MEDIUM,MR_COLD|MR_POISON,MR_COLD|MR_POISON,M1_AMORPHOUS|M1_BREATHLESS|M1_NOTAKE|M1_NOEYES|M1_NOHANDS|M1_NOLIMBS|M1_NOHEAD|M1_MINDLESS,M2_NEUTER|M2_HOSTILE,,4,-,-,-,5,5,25,MR_COLD=+5|MR_POISON=+5,M4_VULNERABLE_FIRE,,
,,,spotted jelly,S_JELLY,5,0,8,10,0,G_GENO|1,"ATTK(AT_NONE,AD_LAVA,0,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,50,20,MS_SILENT,MZ_MEDIUM,MR_ACID|MR_STONE,,M1_AMORPHOUS|M1_BREATHLESS|M1_NOTAKE|M1_NOEYES|M1_NOHANDS|M1_NOLIMBS|M1_NOHEAD|M1_MINDLESS|M1_ACID,M2_NEUTER|M2_HOSTILE,,2,UNSTONE=100|-,ACID=100|-,-,6,6,36,,M4_VULNERABLE_FIRE,,
,,,ochre jelly,S_JELLY,6,3,8,20,0,G_GENO|2,"ATTK(AT_ENGL,AD_LAVA,3,6)","ATTK(AT_NONE,AD_LAVA,3,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,50,20,MS_SILENT,MZ_MEDIUM,MR_ACID|MR_STONE,,M1_AMORPHOUS|M1_BREATHLESS|M1_NOTAKE|M1_NOEYES|M1_NOHANDS|M1_NOLIMBS|M1_NOHEAD|M1_MINDLESS|M1_ACID,M2_NEUTER|M2_HOSTILE,,3,UNSTONE=100|-,ACID=100|-,-,8,8,64,,M4_VULNERABLE_FIRE,,
,,,kobold,S_KOBOLD,0,6,10,0,-2,G_GENO|G_SGROUP|1,"ATTK(AT_WEAP,AD_PHYS,1,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,400,100,MS_GRUNT,MZ_SMALL,MR_POISON,,M1_HUMANOID|M1_POIS|M1_CARNIVORE|M1_HERBIVORE,M2_HOSTILE|M2_COLLECT,M3_INFRAVISION|M3_INFRAVISIBLE,3,-,POISON=100|-,-,1,2,6,,,,
,,,large kobold,S_KOBOLD,1,6,10,0,-3,G_GENO|1,"ATTK(AT_WEAP,AD_PHYS,1,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,450,150,MS_GRUNT,MZ_SMALL,MR_POISON,,M1_HUMANOID|M1_POIS|M1_CARNIVORE|M1_HERBIVORE,M2_HOSTILE|M2_COLLECT,M3_INFRAVISION|M3_INFRAVISIBLE,1,-,POISON=100|-,-,2,2,7,,,,
,,,kobold noble,S_KOBOLD,2,6,10,0,-4,G_GENO|1,"ATTK(AT_WEAP,AD_PHYS,2,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,500,200,MS_GRUNT,MZ_SMALL,MR_POISON,,M1_HUMANOID|M1_POIS|M1_CARNIVORE|M1_HERBIVORE,M2_MERC|M2_HOSTILE|M2_COLLECT,M3_INFRAVISION|M3_INFRAVISIBLE,5,-,POISON=100|-,-,3,3,10,,,,
,,,kobold shaman,S_KOBOLD,2,6,6,10,-4,G_GENO|1,"ATTK(AT_MAGC,AD_CLRC,0,0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,450,150,MS_GRUNT,MZ_SMALL,MR_POISON,,M1_HUMANOID|M1_POIS|M1_CARNIVORE|M1_HERBIVORE,M2_HOSTILE|M2_MAGIC,M3_INFRAVISION|M3_INFRAVISIBLE,12,-,POISON=100|-,-,4,4,17,Telepathy=!100,,,
,,,leprechaun,S_LEPRECHAUN,5,15,8,20,0,G_GENO|4,"ATTK(AT_CLAW,AD_SGLD,1,2)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,60,30,MS_LAUGH,MZ_TINY,,,M1_HUMANOID|M1_TPORT,M2_HOSTILE|M2_GREEDY,M3_INFRAVISIBLE,2,-,-,-,4,4,34,M1_TPORT=!20,,,
,,,small mimic,S_MIMIC,7,3,7,0,0,G_GENO|2,"ATTK(AT_CLAW,AD_PHYS,3,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,300,200,MS_SILENT,MZ_MEDIUM,MR_ACID,,M1_AMORPHOUS|M1_HIDE|M1_BREATHLESS|M1_NOEYES|M1_NOHANDS|M1_NOLIMBS|M1_NOHEAD|M1_ANIMAL|M1_THICK_HIDE|M1_CARNIVORE,M2_HOSTILE,,3,-,MIMIC=100|-,-,8,8,50,,,,
,,,large mimic,S_MIMIC,8,3,7,10,0,G_GENO|1,"ATTK(AT_CLAW,AD_STCK,3,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,600,400,MS_SILENT,MZ_LARGE,MR_ACID,,M1_AMORPHOUS|M1_CLING|M1_HIDE|M1_BREATHLESS|M1_NOEYES|M1_NOHANDS|M1_NOLIMBS|M1_NOHEAD|M1_ANIMAL|M1_THICK_HIDE|M1_CARNIVORE,M2_HOSTILE|M2_STRONG,,1,-,MIMIC=100|-,-,9,9,73,,,,
,,,giant mimic,S_MIMIC,9,3,7,20,0,G_GENO|1,"ATTK(AT_CLAW,AD_STCK,3,6)","ATTK(AT_CLAW,AD_STCK,3,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,800,500,MS_SILENT,MZ_LARGE,MR_ACID,,M1_AMORPHOUS|M1_CLING|M1_HIDE|M1_BREATHLESS|M1_NOEYES|M1_NOHANDS|M1_NOLIMBS|M1_NOHEAD|M1_ANIMAL|M1_THICK_HIDE|M1_CARNIVORE,M2_HOSTILE|M2_STRONG,,5,-,MIMIC=100|-,-,11,11,150,,,,
,,,nymph,S_NYMPH,0,12,9,20,0,G_NOGEN|0,"ATTK(AT_CLAW,AD_SITM,0,0)","ATTK(AT_CLAW,AD_SEDU,0,0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,600,300,MS_SEDUCE,MZ_MEDIUM,,,M1_HUMANOID|M1_TPORT,M2_NOPOLY|M2_FEMALE|M2_COLLECT,M3_INFRAVISIBLE,6,-,-,-,5,2,1,M1_TPORT=!20,,,
,,,wood nymph,S_NYMPH,3,12,9,20,0,G_GENO|2,"ATTK(AT_CLAW,AD_SITM,0,0)","ATTK(AT_CLAW,AD_SEDU,0,0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,600,300,MS_SEDUCE,MZ_MEDIUM,,,M1_HUMANOID|M1_TPORT,M2_FEMALE|M2_HOSTILE|M2_COLLECT,M3_INFRAVISIBLE,2,-,-,-,5,5,16,M1_TPORT=!20,,,
,,,water nymph,S_NYMPH,3,12,9,20,0,G_GENO|2,"ATTK(AT_CLAW,AD_SITM,0,0)","ATTK(AT_CLAW,AD_SEDU,0,0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,600,300,MS_SEDUCE,MZ_MEDIUM,,,M1_SWIM|M1_HUMANOID|M1_TPORT,M2_FEMALE|M2_HOSTILE|M2_COLLECT,M3_INFRAVISIBLE,4,-,-,-,5,5,16,M1_TPORT=!20,,,
,,,mountain nymph,S_NYMPH,3,12,9,20,0,G_GENO|2,"ATTK(AT_CLAW,AD_SITM,0,0)","ATTK(AT_CLAW,AD_SEDU,0,0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,600,300,MS_SEDUCE,MZ_MEDIUM,,,M1_HUMANOID|M1_TPORT,M2_FEMALE|M2_HOSTILE|M2_COLLECT,M3_INFRAVISIBLE,3,-,-,-,5,5,16,M1_TPORT=!20,,,
,,,ice nymph,S_NYMPH,3,12,9,20,0,G_GENO|G_NOHELL|2,"ATTK(AT_CLAW,AD_SITM,0,0)","ATTK(AT_CLAW,AD_SEDU,0,0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,600,300,MS_SEDUCE,MZ_MEDIUM,MR_COLD,MR_COLD,M1_HUMANOID|M1_TPORT,M2_FEMALE|M2_HOSTILE|M2_COLLECT,M3_INFRAVISION,14,-,-,-,5,5,16,MR_COLD=+6|M1_TPORT=!20,M4_VULNERABLE_FIRE,,
,,,satyr,S_NYMPH,5,12,7,25,0,G_GENO|2,"ATTK(AT_WEAP,AD_PHYS,1,6)","ATTK(AT_BUTT,AD_PHYS,1,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,600,300,MS_LAUGH,MZ_MEDIUM,,,M1_HUMANOID,M2_MALE|M2_HOSTILE|M2_GREEDY|M2_MAGIC,M3_INFRAVISION|M3_INFRAVISIBLE,9,-,-,-,6,7,31,,,,
