index,namem,namef,namen,symbol,Difficulty Lvl,Move Rate,Armor Class,Magic Resist,Alignment,generation flags,Attack 1,Attack 2,Attack 3,Attack 4,Attack 5,Attack 6,Weight,Nutrition,Sound,Size,Resistance,Resist Conveyed,Flags 1,Flags 2,Flags 3,color,Comment,c2,c3,diff,diff2,exp,conveyed_prob
,,,Cerberus,S_DOG,17,16,2,50,-7,G_HELL|G_UNIQ|1,"ATTK(AT_BITE,AD_PHYS,6,8)","ATTK(AT_BITE,AD_PHYS,6,8)","ATTK(AT_BITE,AD_PHYS,4,8)","ATTK(AT_BREA,AD_FIRE,3,8)",NO_ATTK,NO_ATTK,1000,350,MS_BARK,MZ_LARGE,MR_FIRE|MR_SLEEP|MR_DISINT|MR_POISON|MR_STONE,MR_FIRE,M1_NOHANDS|M1_ANIMAL|M1_CARNIVORE,M2_NOPOLY|M2_LORD|M2_MALE|M2_PNAME|M2_HOSTILE|M2_STRONG,M3_INFRAVISION|M3_INFRAVISIBLE|M3_NOTAME,5,-,-,-,22,22,453,MR_FIRE=100
,,,gas spore,S_EYE,1,3,10,0,0,G_NOCORPSE|G_GENO|1,"ATTK(AT_BOOM,AD_PHYS,4,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,10,10,MS_SILENT,MZ_SMALL,,,M1_FLY|M1_BREATHLESS|M1_NOHANDS|M1_NOLIMBS|M1_NOHEAD|M1_MINDLESS,M2_NEUTER|M2_HOSTILE,,7,-,-,-,2,2,6,
,,,floating eye,S_EYE,2,1,9,10,0,G_GENO|G_NOHELL|6,"ATTK(AT_NONE,AD_PLYS,0,70)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,10,10,MS_SILENT,MZ_SMALL,,,M1_FLY|M1_AMPHIBIOUS|M1_NOTAKE|M1_NOHANDS|M1_NOLIMBS|M1_NOHEAD,M2_NEUTER|M2_HOSTILE,M3_INFRAVISIBLE,4,-,-,-,3,3,7,Telepathy=100
,,,glowing eye,S_EYE,5,3,4,0,0,G_GENO|G_NOHELL|1,"ATTK(AT_GAZE,AD_BLND,3,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,10,10,MS_SILENT,MZ_SMALL,,,M1_FLY|M1_NOHANDS|M1_NOLIMBS|M1_NOHEAD|M1_MINDLESS,M2_NEUTER|M2_HOSTILE,,11,-,-,-,7,7,34,
,,,freezing sphere,S_EYE,6,13,4,0,0,G_NOCORPSE|G_GENO|G_NOHELL|2,"ATTK(AT_EXPL,AD_COLD,4,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,10,10,MS_SILENT,MZ_SMALL,MR_COLD|MR_SLEEP|MR_HITASTWO,MR_COLD,M1_FLY|M1_BREATHLESS|M1_NOTAKE|M1_NOHANDS|M1_NOLIMBS|M1_NOHEAD|M1_MINDLESS,M2_NEUTER|M2_HOSTILE,M3_INFRAVISIBLE,15,-,-,-,8,8,61,MR_COLD=40
,,,flaming sphere,S_EYE,6,13,4,0,0,G_NOCORPSE|G_GENO|2,"ATTK(AT_EXPL,AD_FIRE,4,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,10,10,MS_SILENT,MZ_SMALL,MR_FIRE,MR_FIRE,M1_FLY|M1_BREATHLESS|M1_NOHANDS|M1_NOLIMBS|M1_NOHEAD|M1_MINDLESS,M2_NEUTER|M2_HOSTILE,M3_INFRAVISIBLE,1,-,-,-,8,8,61,MR_FIRE=40
,,,shocking sphere,S_EYE,6,13,4,0,0,G_NOCORPSE|G_GENO|2,"ATTK(AT_EXPL,AD_ELEC,4,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,10,10,MS_SILENT,MZ_SMALL,MR_ELEC,MR_ELEC,M1_FLY|M1_BREATHLESS|M1_NOHANDS|M1_NOLIMBS|M1_NOHEAD|M1_MINDLESS,M2_NEUTER|M2_HOSTILE,M3_INFRAVISIBLE,12,-,-,-,8,8,61,MR_ELEC=40
,,,bloodshot eye,S_EYE,6,3,4,0,0,G_GENO|G_NOHELL|1,"ATTK(AT_GAZE,AD_STUN,3,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,10,10,MS_SILENT,MZ_SMALL,,,M1_FLY|M1_NOHANDS|M1_NOLIMBS|M1_NOHEAD|M1_MINDLESS,M2_NEUTER|M2_HOSTILE,M3_INFRAVISIBLE,1,-,HALLU=100|-,-,8,8,46,
,,,blinking eye,S_EYE,8,12,4,0,0,G_GENO|G_NOHELL|1,"ATTK(AT_GAZE,AD_TLPT,0,0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,10,10,MS_SILENT,MZ_SMALL,,,M1_FLY|M1_NOHANDS|M1_NOLIMBS|M1_NOHEAD|M1_MINDLESS|M1_TPORT,M2_NEUTER|M2_HOSTILE,M3_INFRAVISIBLE,6,-,-,-,10,10,76,M1_TPORT=80
,,,kitten,S_FELINE,2,18,6,0,0,G_GENO|G_NOHELL|7,"ATTK(AT_BITE,AD_PHYS,1,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,150,150,MS_MEW,MZ_SMALL,,,M1_NOHANDS|M1_ANIMAL|M1_CARNIVORE,M2_DOMESTIC|M2_WANDER,M3_INFRAVISIBLE,15,-,AGGRAVATE=100|-,-,3,3,8,
,,,housecat,S_FELINE,4,16,5,0,0,G_GENO|G_NOHELL|7,"ATTK(AT_BITE,AD_PHYS,1,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,200,200,MS_MEW,MZ_SMALL,,,M1_NOHANDS|M1_ANIMAL|M1_CARNIVORE,M2_DOMESTIC,M3_INFRAVISIBLE,15,-,AGGRAVATE=100|-,-,5,5,20,
,,,jaguar,S_FELINE,4,15,6,0,0,G_GENO|G_NOHELL|2,"ATTK(AT_CLAW,AD_PHYS,1,4)","ATTK(AT_CLAW,AD_PHYS,1,4)","ATTK(AT_BITE,AD_PHYS,1,8)",NO_ATTK,NO_ATTK,NO_ATTK,600,300,MS_GROWL,MZ_LARGE,,,M1_NOHANDS|M1_ANIMAL|M1_CARNIVORE,M2_HOSTILE,M3_INFRAVISIBLE,3,-,-,-,6,6,20,
,,,lynx,S_FELINE,5,15,6,0,0,G_GENO|1,"ATTK(AT_CLAW,AD_PHYS,1,4)","ATTK(AT_CLAW,AD_PHYS,1,4)","ATTK(AT_BITE,AD_PHYS,1,10)",NO_ATTK,NO_ATTK,NO_ATTK,600,300,MS_GROWL,MZ_SMALL,,,M1_NOHANDS|M1_ANIMAL|M1_CARNIVORE,M2_HOSTILE,M3_INFRAVISIBLE,6,-,-,-,7,7,29,
,,,panther,S_FELINE,5,15,6,0,0,G_GENO|1,"ATTK(AT_CLAW,AD_PHYS,1,6)","ATTK(AT_CLAW,AD_PHYS,1,6)","ATTK(AT_BITE,AD_PHYS,1,10)",NO_ATTK,NO_ATTK,NO_ATTK,600,300,MS_GROWL,MZ_LARGE,,,M1_NOHANDS|M1_ANIMAL|M1_CARNIVORE,M2_HOSTILE,M3_INFRAVISIBLE,0,-,-,-,7,7,29,
,,,werepanther,S_FELINE,5,15,6,20,-7,G_NOCORPSE|G_NOGEN|0,"ATTK(AT_BITE,AD_WERE,1,10)","ATTK(AT_CLAW,AD_PHYS,1,6)","ATTK(AT_CLAW,AD_PHYS,1,6)",NO_ATTK,NO_ATTK,NO_ATTK,600,300,MS_GROWL,MZ_LARGE,MR_POISON,,M1_NOHANDS|M1_REGEN|M1_POIS|M1_CARNIVORE,M2_NOPOLY|M2_WERE|M2_HOSTILE,M3_INFRAVISIBLE,0,-,LYCANTROPY=100|POISON=100|-,-,7,7,34,
,,,large cat,S_FELINE,6,15,4,0,0,G_GENO|G_NOHELL|7,"ATTK(AT_BITE,AD_PHYS,2,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,250,250,MS_MEW,MZ_SMALL,,,M1_NOHANDS|M1_ANIMAL|M1_CARNIVORE,M2_DOMESTIC|M2_STRONG,M3_INFRAVISIBLE,15,-,AGGRAVATE=100|-,-,7,7,40,
,,,kamadan,S_FELINE,4,12,4,0,-3,G_GENO|G_NOHELL|1,"ATTK(AT_BREA,AD_SLEE,1,6)","ATTK(AT_BITE,AD_PHYS,1,3)","ATTK(AT_BITE,AD_PHYS,1,3)","ATTK(AT_BITE,AD_PHYS,1,3)",NO_ATTK,NO_ATTK,750,400,MS_GROWL,MZ_LARGE,MR_SLEEP,MR_SLEEP,M1_NOHANDS|M1_ANIMAL|M1_CARNIVORE,M2_HOSTILE,M3_INFRAVISIBLE,9,-,-,-,7,7,28,MR_SLEEP=27
,,,displacer beast,S_FELINE,12,12,-10,0,-3,G_GENO|1,"ATTK(AT_CLAW,AD_PHYS,4,4)","ATTK(AT_CLAW,AD_PHYS,4,4)","ATTK(AT_BITE,AD_PHYS,2,10)",NO_ATTK,NO_ATTK,NO_ATTK,750,400,MS_GROWL,MZ_LARGE,,,M1_NOHANDS|M1_ANIMAL|M1_CARNIVORE,M2_HOSTILE,M3_INFRAVISIBLE|M3_TRAITOR,4,-,-,-,14,14,229,
,,,caterwaul,S_FELINE,6,24,4,0,0,G_GENO|G_NOHELL|1,"ATTK(AT_CLAW,AD_PHYS,1,4)","ATTK(AT_CLAW,AD_PHYS,1,4)","ATTK(AT_BITE,AD_PHYS,1,6)",NO_ATTK,NO_ATTK,NO_ATTK,300,100,MS_GROWL,MZ_MEDIUM,,,M1_NOHANDS|M1_ANIMAL|M1_CARNIVORE,M2_HOSTILE,M3_INFRAVISIBLE,7,-,-,-,8,8,42,
,,,tiger,S_FELINE,6,12,6,0,0,G_GENO|G_NOHELL|2,"ATTK(AT_CLAW,AD_PHYS,2,4)","ATTK(AT_CLAW,AD_PHYS,2,4)","ATTK(AT_BITE,AD_PHYS,1,10)",NO_ATTK,NO_ATTK,NO_ATTK,600,300,MS_GROWL,MZ_LARGE,,,M1_NOHANDS|M1_ANIMAL|M1_CARNIVORE,M2_HOSTILE,M3_INFRAVISIBLE,11,-,-,-,8,8,37,
,,,weretiger,S_FELINE,7,12,6,20,-7,G_NOCORPSE|G_NOGEN|0,"ATTK(AT_BITE,AD_WERE,2,6)","ATTK(AT_CLAW,AD_PHYS,2,5)","ATTK(AT_CLAW,AD_PHYS,2,5)",NO_ATTK,NO_ATTK,NO_ATTK,600,300,MS_GROWL,MZ_LARGE,MR_POISON,,M1_NOHANDS|M1_REGEN|M1_POIS|M1_CARNIVORE,M2_NOPOLY|M2_WERE|M2_HOSTILE,M3_INFRAVISIBLE,11,-,LYCANTROPY=100|POISON=100|-,-,9,9,57,
,,,sabre-toothed cat,S_FELINE,9,12,6,0,0,G_GENO|G_NOHELL|1,"ATTK(AT_CLAW,AD_PHYS,4,4)","ATTK(AT_CLAW,AD_PHYS,4,4)","ATTK(AT_BITE,AD_PHYS,2,10)",NO_ATTK,NO_ATTK,NO_ATTK,800,400,MS_GROWL,MZ_LARGE,,,M1_NOHANDS|M1_ANIMAL|M1_CARNIVORE,M2_HOSTILE,M3_INFRAVISIBLE,11,-,-,-,11,11,132,
,,,hellcat,S_FELINE,12,12,6,0,0,G_GENO|G_HELL|1,"ATTK(AT_CLAW,AD_PHYS,4,4)","ATTK(AT_CLAW,AD_PHYS,4,4)","ATTK(AT_BITE,AD_FIRE,3,10)",NO_ATTK,NO_ATTK,NO_ATTK,800,400,MS_GROWL,MZ_LARGE,,,M1_NOHANDS|M1_ANIMAL|M1_CARNIVORE,M2_HOSTILE,M3_INFRAVISIBLE|M3_TRAITOR,1,-,-,-,14,14,231,
,,,gremlin,S_GREMLIN,5,12,2,25,-9,G_GENO|2,"ATTK(AT_CLAW,AD_PHYS,1,6)","ATTK(AT_CLAW,AD_PHYS,1,6)","ATTK(AT_BITE,AD_PHYS,1,4)","ATTK(AT_CLAW,AD_CURS,0,0)",NO_ATTK,NO_ATTK,100,20,MS_LAUGH,MZ_SMALL,MR_POISON,MR_POISON,M1_SWIM|M1_HUMANOID|M1_POIS,M2_STALK,M3_INFRAVISIBLE|M3_TRAITOR,2,-,POISON=100|-,-,8,8,36,MR_POISON=33
,,,gargoyle,S_GREMLIN,6,10,-4,0,-9,G_GENO|2,"ATTK(AT_CLAW,AD_PHYS,2,6)","ATTK(AT_CLAW,AD_PHYS,2,6)","ATTK(AT_BITE,AD_PHYS,2,4)",NO_ATTK,NO_ATTK,NO_ATTK,1000,200,MS_GRUNT,MZ_MEDIUM,MR_STONE,,M1_BREATHLESS|M1_HUMANOID|M1_THICK_HIDE,M2_HOSTILE|M2_STRONG,M3_TRAITOR,3,-,-,-,8,8,59,
,,,winged gargoyle,S_GREMLIN,9,15,-2,0,-12,G_GENO|1,"ATTK(AT_CLAW,AD_PHYS,3,6)","ATTK(AT_CLAW,AD_PHYS,3,6)","ATTK(AT_BITE,AD_PHYS,3,4)",NO_ATTK,NO_ATTK,NO_ATTK,1200,300,MS_GRUNT,MZ_MEDIUM,MR_STONE,,M1_FLY|M1_BREATHLESS|M1_HUMANOID|M1_THICK_HIDE|M1_OVIPAROUS,M2_LORD|M2_HOSTILE|M2_STRONG|M2_MAGIC,M3_TRAITOR,5,-,-,-,11,11,153,
,,,statue gargoyle,S_GREMLIN,4,9,5,0,0,G_NOCORPSE|G_GENO|G_NOHELL|1,"ATTK(AT_CLAW,AD_PHYS,1,3)","ATTK(AT_CLAW,AD_PHYS,1,3)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,900,0,MS_SILENT,MZ_MEDIUM,MR_SLEEP|MR_POISON|MR_STONE|MR_DEATH|MR_PLUSONE,,M1_BREATHLESS|M1_MINDLESS|M1_HUMANOID|M1_THICK_HIDE,M2_HOSTILE,,7,-,-,-,5,5,17,
,,,hobbit,S_HUMANOID,1,9,10,0,6,G_GENO|G_NOHELL|4,"ATTK(AT_WEAP,AD_PHYS,1,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,500,200,MS_HUMANOID,MZ_SMALL,,,M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_NOPOLY|M2_HOBBIT|M2_COLLECT,M3_INFRAVISION|M3_INFRAVISIBLE,2,-,HOBBIT=100|-,-,2,2,7,
,,,dwarf,S_HUMANOID,2,6,10,10,4,G_GENO|G_NOHELL|5,"ATTK(AT_WEAP,AD_PHYS,1,4)","ATTK(AT_WEAP,AD_PHYS,1,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,900,300,MS_HUMANOID,MZ_MEDIUM,,,M1_TUNNEL|M1_NEEDPICK|M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_NOPOLY|M2_DWARF|M2_STRONG|M2_GREEDY|M2_JEWELS|M2_COLLECT,M3_INFRAVISION|M3_INFRAVISIBLE,1,-,DWARF=100|-,-,4,4,15,
,,,dwarf thief,S_HUMANOID,2,6,10,10,4,G_GENO|G_NOGEN|0,"ATTK(AT_WEAP,AD_PHYS,1,8)","ATTK(AT_TUCH,AD_SITM,0,0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,900,300,MS_HUMANOID,MZ_MEDIUM,,,M1_TUNNEL|M1_NEEDPICK|M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_DWARF|M2_HOSTILE|M2_STRONG|M2_GREEDY|M2_JEWELS|M2_COLLECT,M3_INFRAVISION|M3_INFRAVISIBLE|M3_TRAITOR,0,-,DWARF=100|-,-,4,4,15,
,,,bugbear,S_HUMANOID,3,9,5,0,-6,G_GENO|G_NOHELL|1,"ATTK(AT_WEAP,AD_PHYS,2,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1250,250,MS_GROWL,MZ_LARGE,,,M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_STRONG|M2_COLLECT,M3_INFRAVISION|M3_INFRAVISIBLE,3,-,-,-,5,5,15,
,,,dwarf lord,S_HUMANOID,4,6,10,10,5,G_GENO|G_NOHELL|3,"ATTK(AT_WEAP,AD_PHYS,2,4)","ATTK(AT_WEAP,AD_PHYS,2,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,900,300,MS_HUMANOID,MZ_MEDIUM,,,M1_TUNNEL|M1_NEEDPICK|M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_DWARF|M2_LORD|M2_MALE|M2_STRONG|M2_GREEDY|M2_JEWELS|M2_COLLECT,M3_INFRAVISION|M3_INFRAVISIBLE,4,-,DWARF=100|-,-,6,6,27,
,,,dwarf king,S_HUMANOID,6,6,10,20,6,G_GENO|G_NOHELL|1,"ATTK(AT_WEAP,AD_PHYS,2,6)","ATTK(AT_WEAP,AD_PHYS,2,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,900,300,MS_HUMANOID,MZ_MEDIUM,,,M1_TUNNEL|M1_NEEDPICK|M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_DWARF|M2_PRINCE|M2_MALE|M2_STRONG|M2_GREEDY|M2_JEWELS|M2_COLLECT,M3_INFRAVISION|M3_INFRAVISIBLE,5,-,DWARF=100|-,-,8,8,47,
,,,duergar,S_HUMANOID,4,6,10,10,5,G_GENO|G_HELL|1,"ATTK(AT_WEAP,AD_PHYS,2,4)","ATTK(AT_WEAP,AD_PHYS,2,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,900,300,MS_HUMANOID,MZ_MEDIUM,MR_HITASONE,,M1_TUNNEL|M1_NEEDPICK|M1_HUMANOID,M2_DWARF|M2_MALE|M2_STRONG|M2_GREEDY|M2_JEWELS|M2_COLLECT,,7,-,DWARF=100|-,-,6,6,27,
,,,deep one,S_HUMANOID,7,9,5,10,-5,G_GENO|G_LGROUP|2,"ATTK(AT_CLAW,AD_PHYS,1,6)","ATTK(AT_CLAW,AD_PHYS,1,6)","ATTK(AT_BITE,AD_PHYS,2,4)",NO_ATTK,NO_ATTK,NO_ATTK,1500,400,MS_GURGLE,MZ_MEDIUM,MR_COLD|MR_POISON,MR_POISON,M1_SWIM|M1_AMPHIBIOUS|M1_HUMANOID|M1_POIS|M1_CARNIVORE|M1_HERBIVORE,M2_HOSTILE|M2_STALK|M2_GREEDY|M2_JEWELS|M2_COLLECT|M2_MAGIC,M3_INFRAVISION|M3_INFRAVISIBLE|M3_TRAITOR,2,-,POISON=100|-,-,9,9,50,MR_POISON=47
,,,mind flayer,S_HUMANOID,9,12,5,90,-8,G_GENO|1,"ATTK(AT_WEAP,AD_PHYS,1,4)","ATTK(AT_TENT,AD_DRIN,2,1)","ATTK(AT_TENT,AD_DRIN,2,1)","ATTK(AT_TENT,AD_DRIN,2,1)","ATTK(AT_TENT,AD_DRIN,2,1)","ATTK(AT_TENT,AD_DRIN,2,1)",1450,400,MS_HISS,MZ_MEDIUM,MR_HITASTWO,,M1_FLY|M1_HUMANOID|M1_SEE_INVIS|M1_CARNIVORE|M1_HERBIVORE,M2_HOSTILE|M2_NASTY|M2_GREEDY|M2_JEWELS|M2_COLLECT,M3_INFRAVISION|M3_INFRAVISIBLE|M3_TRAITOR,5,GAIN_IN=50|-,-,-,17,17,260,Telepathy=100
,,,master mind flayer,S_HUMANOID,13,12,0,90,-8,G_GENO|1,"ATTK(AT_WEAP,AD_PHYS,1,8)","ATTK(AT_TENT,AD_DRIN,2,1)","ATTK(AT_TENT,AD_DRIN,2,1)","ATTK(AT_TENT,AD_DRIN,2,1)",NO_ATTK,NO_ATTK,1450,400,MS_HISS,MZ_MEDIUM,,,M1_FLY|M1_HUMANOID|M1_SEE_INVIS|M1_CARNIVORE|M1_HERBIVORE,M2_HOSTILE|M2_NASTY|M2_GREEDY|M2_JEWELS|M2_COLLECT,M3_INFRAVISION|M3_INFRAVISIBLE|M3_TRAITOR,5,GAIN_IN=50|-,-,-,20,20,371,Telepathy=100
,,,deeper one,S_HUMANOID,15,12,0,30,-7,G_GENO|G_SGROUP|2,"ATTK(AT_CLAW,AD_PHYS,3,4)","ATTK(AT_CLAW,AD_PHYS,3,4)","ATTK(AT_BITE,AD_PHYS,4,6)",NO_ATTK,NO_ATTK,NO_ATTK,2000,500,MS_GURGLE,MZ_LARGE,MR_COLD|MR_POISON,MR_POISON,M1_SWIM|M1_AMPHIBIOUS|M1_HUMANOID|M1_POIS|M1_CARNIVORE|M1_HERBIVORE,M2_LORD|M2_HOSTILE|M2_STALK|M2_STRONG|M2_GREEDY|M2_JEWELS|M2_COLLECT|M2_MAGIC,M3_INFRAVISION|M3_INFRAVISIBLE|M3_TRAITOR,2,-,POISON=100|-,-,18,18,298,MR_POISON=100
,,,deepest one,S_HUMANOID,30,15,-5,70,-9,G_GENO|1,"ATTK(AT_CLAW,AD_PHYS,3,6)","ATTK(AT_CLAW,AD_PHYS,3,6)","ATTK(AT_BITE,AD_PHYS,5,6)",NO_ATTK,NO_ATTK,NO_ATTK,3000,500,MS_GURGLE,MZ_HUGE,MR_COLD|MR_POISON,MR_POISON,M1_SWIM|M1_AMPHIBIOUS|M1_HUMANOID|M1_THICK_HIDE|M1_POIS|M1_CARNIVORE|M1_HERBIVORE,M2_PRINCE|M2_HOSTILE|M2_STALK|M2_STRONG|M2_GREEDY|M2_JEWELS|M2_COLLECT|M2_MAGIC,M3_INFRAVISION|M3_INFRAVISIBLE|M3_TRAITOR,5,-,POISON=100|-,-,33,33,1008,MR_POISON=100
,,,manes,S_IMP,1,3,7,0,-7,G_NOCORPSE|G_GENO|G_LGROUP|1,"ATTK(AT_CLAW,AD_PHYS,1,3)","ATTK(AT_CLAW,AD_PHYS,1,3)","ATTK(AT_BITE,AD_PHYS,1,4)",NO_ATTK,NO_ATTK,NO_ATTK,100,100,MS_SILENT,MZ_SMALL,MR_SLEEP|MR_POISON|MR_HITASONE,,M1_POIS,M2_HOSTILE|M2_STALK,M3_INFRAVISION|M3_INFRAVISIBLE,1,-,POISON=100|-,-,3,3,2,
,,,homunculus,S_IMP,2,12,6,10,-7,G_GENO|2,"ATTK(AT_BITE,AD_SLEE,1,3)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,60,100,MS_SILENT,MZ_TINY,MR_SLEEP|MR_POISON|MR_HITASONE,MR_SLEEP|MR_POISON,M1_FLY|M1_POIS,M2_STALK,M3_INFRAVISION|M3_INFRAVISIBLE,2,-,POISON=100|-,-,3,3,9,MR_SLEEP=13|MR_POISON=13
,,,dretch,S_IMP,2,12,2,20,-7,G_GENO|1,"ATTK(AT_CLAW,AD_PHYS,1,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,20,10,MS_CUSS,MZ_TINY,,,M1_REGEN,M2_WANDER|M2_STALK,M3_INFRAVISION|M3_INFRAVISIBLE|M3_TRAITOR,11,-,-,-,3,3,10,
,,,imp,S_IMP,3,12,2,20,-7,G_GENO|1,"ATTK(AT_CLAW,AD_PHYS,1,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,20,10,MS_CUSS,MZ_TINY,,,M1_REGEN,M2_WANDER|M2_STALK,M3_INFRAVISION|M3_INFRAVISIBLE,1,-,-,-,4,4,15,
,,,lemure,S_IMP,3,3,7,0,-7,G_NOCORPSE|G_GENO|G_LGROUP|G_HELL|1,"ATTK(AT_CLAW,AD_PHYS,1,3)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,150,100,MS_SILENT,MZ_MEDIUM,MR_SLEEP|MR_POISON|MR_PLUSONE|MR_HITASONE,MR_SLEEP,M1_REGEN|M1_POIS,M2_NEUTER|M2_HOSTILE|M2_WANDER|M2_STALK,M3_INFRAVISION|M3_INFRAVISIBLE,3,-,POISON=100|-,-,5,5,10,MR_SLEEP=20
,,,quasit,S_IMP,3,15,2,20,-7,G_GENO|2,"ATTK(AT_CLAW,AD_DRDX,1,2)","ATTK(AT_CLAW,AD_DRDX,1,2)","ATTK(AT_BITE,AD_PHYS,1,4)",NO_ATTK,NO_ATTK,NO_ATTK,200,200,MS_SILENT,MZ_SMALL,MR_POISON|MR_HITASONE,MR_POISON,M1_REGEN,M2_STALK,M3_INFRAVISION|M3_INFRAVISIBLE,4,-,-,-,7,7,24,MR_POISON=20
,,,rutterkin,S_IMP,5,12,2,20,-7,G_GENO|1,"ATTK(AT_CLAW,AD_DRST,1,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,20,10,MS_CUSS,MZ_TINY,,,M1_REGEN,M2_WANDER|M2_STALK,M3_INFRAVISION|M3_INFRAVISIBLE|M3_TRAITOR,9,-,-,-,7,7,41,
,,,tengu,S_IMP,6,13,5,30,7,G_GENO|3,"ATTK(AT_BITE,AD_PHYS,1,7)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,300,200,MS_SQAWK,MZ_SMALL,MR_POISON|MR_HITASONE,MR_POISON,M1_TPORT|M1_TPORT_CNTRL,M2_STALK,M3_INFRAVISION|M3_INFRAVISIBLE,6,-,-,-,7,7,40,MR_POISON=40|M1_TPORT=60|M1_TPORT_CNTRL=50
,,,nupperibo,S_IMP,7,12,0,20,-7,G_GENO|1,"ATTK(AT_CLAW,AD_DRST,3,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,20,10,MS_CUSS,MZ_TINY,,,M1_REGEN,M2_WANDER|M2_STALK,M3_INFRAVISION|M3_INFRAVISIBLE|M3_TRAITOR,2,-,-,-,9,9,71,
,,,blood imp,S_IMP,9,12,0,60,-7,G_GENO|1,"ATTK(AT_CLAW,AD_DRST,3,4)","ATTK(AT_BITE,AD_PHYS,3,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,20,10,MS_CUSS,MZ_TINY,,,M1_REGEN,M2_WANDER|M2_STALK,M3_INFRAVISION|M3_INFRAVISIBLE|M3_TRAITOR,0,-,-,-,11,11,157,
,,,blue jelly,S_JELLY,4,0,8,10,0,G_GENO|G_NOHELL|2,"ATTK(AT_NONE,AD_COLD,0,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,50,20,MS_SILENT,MZ_MEDIUM,MR_COLD|MR_POISON,MR_COLD|MR_POISON,M1_AMORPHOUS|M1_BREATHLESS|M1_NOTAKE|M1_NOEYES|M1_NOHANDS|M1_NOLIMBS|M1_NOHEAD|M1_MINDLESS,M2_NEUTER|M2_HOSTILE,,4,-,-,-,5,5,25,MR_COLD=27|MR_POISON=27
,,,spotted jelly,S_JELLY,5,0,8,10,0,G_GENO|G_NOHELL|1,"ATTK(AT_NONE,AD_ACID,0,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,50,20,MS_SILENT,MZ_MEDIUM,MR_ACID|MR_STONE,,M1_AMORPHOUS|M1_BREATHLESS|M1_NOTAKE|M1_NOEYES|M1_NOHANDS|M1_NOLIMBS|M1_NOHEAD|M1_MINDLESS|M1_ACID,M2_NEUTER|M2_HOSTILE,,2,UNSTONE=100|-,ACID=100|-,-,6,6,36,
